;initialIndex;finalIndex;cv;shapiro;ad;normality;bestDistFit;runs;IQR;;;
513;7546;8132;0,38568195;1,99E-13;2,06E-13;FALSE;gamma;3,73E-34;22,38027573;;;
508;7536;8127;0,384885207;1,93E-13;4,93E-13;FALSE;gamma;2,06E-34;22,3631382;;;
598;7854;8405;0,385228167;5,96E-10;8,88E-06;FALSE;gamma;2,89E-38;22,36116028;;;
504;7528;8123;0,379833918;3,06E-12;4,85E-12;FALSE;gamma;6,16E-36;22,35600471;;;
20;4401;4980;0,392885181;7,51E-05;0,013970597;FALSE;weibull;8,25E-47;22,34189415;;;
587;7720;8282;0,387441522;4,01E-10;1,25E-05;FALSE;gamma;6,15E-36;22,33407211;;;
597;7852;8404;0,384403867;5,13E-10;6,96E-06;FALSE;gamma;1,97E-38;22,32861328;;;
584;7714;8279;0,386442587;3,81E-10;1,24E-05;FALSE;gamma;1,47E-35;22,30772495;;;
51;4443;5041;0,34960735;0,004756507;0,165593495;FALSE;weibull;1,57E-52;22,30661392;;;
600;7858;8407;0,386722565;8,54E-10;1,43E-05;FALSE;gamma;6,22E-38;22,29788208;;;
503;7526;8122;0,380022161;2,31E-12;2,00E-12;FALSE;gamma;5,07E-36;22,29774857;;;
505;7530;8124;0,379639153;3,28E-12;5,16E-12;FALSE;gamma;2,43E-35;22,29114342;;;
473;8242;8818;0,661457439;6,70E-13;1,42E-16;FALSE;weibull;2,47E-96;22,28108883;;;
586;7718;8281;0,386796258;3,96E-10;1,21E-05;FALSE;gamma;1,18E-35;22,2491188;;;
506;7532;8125;0,378644744;3,11E-12;4,70E-12;FALSE;gamma;9,47E-35;22,24069595;;;
351;1311;1909;0,594197182;5,69E-15;3,70E-24;FALSE;gamma;1,28E-105;22,22687435;;;
521;7562;8140;0,387282533;5,33E-13;2,53E-12;FALSE;gamma;8,29E-34;22,20749283;;;
352;1313;1910;0,591395891;6,56E-15;3,70E-24;FALSE;gamma;5,55E-107;22,20607066;;;
52;4445;5042;0,347481677;0,006070644;0,177725979;FALSE;weibull;1,00E-50;22,19526005;;;
96;5264;5817;0,72572429;2,53E-26;3,70E-24;FALSE;lnorm;2,11E-102;22,18932843;;;
354;1317;1912;0,586077678;6,62E-15;3,70E-24;FALSE;gamma;1,59E-106;22,18873525;;;
357;1323;1915;0,579496482;1,04E-14;3,70E-24;FALSE;gamma;6,93E-106;22,18025112;;;
53;4447;5043;0,345614537;0,006920427;0,171533158;FALSE;weibull;1,53E-50;22,17725754;;;
474;8244;8819;0,661382782;6,78E-13;2,44E-16;FALSE;weibull;4,08E-93;22,17023396;;;
356;1321;1914;0,581578049;8,35E-15;3,70E-24;FALSE;gamma;4,32E-106;22,16612434;;;
585;7716;8280;0,386366206;3,89E-10;1,20E-05;FALSE;gamma;2,20E-35;22,1641655;;;
22;4405;4982;0,387589765;4,79E-05;0,009811957;FALSE;weibull;1,85E-46;22,16362619;;;
21;4403;4981;0,389789651;7,38E-05;0,0133578;FALSE;weibull;1,28E-46;22,16152191;;;
507;7534;8126;0,378406622;4,11E-12;9,14E-12;FALSE;gamma;1,64E-35;22,15864563;;;
353;1315;1911;0,588469161;6,14E-15;3,70E-24;FALSE;gamma;2,34E-108;22,15251732;;;
475;8246;8820;0,660517355;7,82E-13;6,42E-16;FALSE;weibull;1,93E-91;22,14525366;;;
520;7560;8139;0,386046331;4,89E-13;2,00E-12;FALSE;gamma;2,12E-34;22,14314938;;;
515;7550;8134;0,386116297;2,78E-13;5,28E-13;FALSE;gamma;8,06E-34;22,13582611;;;
355;1319;1913;0,583923758;7,56E-15;3,70E-24;FALSE;gamma;2,69E-106;22,11841869;;;
23;4407;4983;0,384624779;4,58E-05;0,009391632;FALSE;weibull;2,71E-46;22,11822891;;;
514;7548;8133;0,385300199;2,24E-13;2,64E-13;FALSE;gamma;5,83E-34;22,11437511;;;
158;7182;7773;0,455554531;1,20E-07;9,57E-06;FALSE;weibull;5,54E-47;22,10839653;;;
358;1325;1916;0,577024757;1,15E-14;3,70E-24;FALSE;gamma;1,11E-105;22,09503269;;;
519;7558;8138;0,385484208;4,14E-13;1,15E-12;FALSE;gamma;4,30E-34;22,09026718;;;
28;4417;4988;0,372191655;8,90E-05;0,014930838;FALSE;weibull;1,43E-48;22,08946753;;;
54;4449;5044;0,344044832;0,008397455;0,173341287;FALSE;weibull;2,35E-50;22,08171463;;;
516;7552;8135;0,384944684;2,75E-13;4,04E-13;FALSE;gamma;1,12E-33;22,06912994;;;
517;7554;8136;0,384487811;2,82E-13;4,03E-13;FALSE;gamma;2,23E-34;22,06194305;;;
518;7556;8137;0,384775654;3,59E-13;7,34E-13;FALSE;gamma;3,09E-34;22,06044006;;;
27;4415;4987;0,37451715;6,90E-05;0,013354876;FALSE;weibull;9,49E-49;22,04484749;;;
369;1347;1927;0,563212883;6,34E-14;3,70E-24;FALSE;gamma;9,61E-102;22,03268242;;;
26;4413;4986;0,376901745;4,84E-05;0,010627253;FALSE;weibull;6,35E-49;22,02598667;;;
367;1343;1925;0,567694041;5,39E-14;3,70E-24;FALSE;gamma;8,74E-104;22,02370882;;;
366;1341;1924;0,569136019;4,58E-14;3,70E-24;FALSE;gamma;5,17E-104;22,02015734;;;
24;4409;4984;0,3814392;2,86E-05;0,007539768;FALSE;weibull;3,31E-48;22,01725817;;;
368;1345;1926;0,565838762;6,19E-14;3,70E-24;FALSE;gamma;1,48E-103;22,00391603;;;
359;1327;1917;0,5747405;1,25E-14;3,70E-24;FALSE;gamma;1,78E-105;21,97641134;;;
55;4451;5045;0,342737194;0,009852603;0,175664726;FALSE;weibull;3,61E-50;21,97191238;;;
364;1337;1922;0,570518884;2,92E-14;3,70E-24;FALSE;gamma;2,01E-104;21,95253515;;;
476;8248;8821;0,660833882;7,28E-13;7,53E-16;FALSE;weibull;2,63E-88;21,93214583;;;
25;4411;4985;0,378726979;3,24E-05;0,007982253;FALSE;weibull;4,89E-48;21,92745686;;;
365;1339;1923;0,569746326;3,74E-14;3,70E-24;FALSE;gamma;3,22E-104;21,92451096;;;
360;1329;1918;0,573036917;1,38E-14;3,70E-24;FALSE;gamma;3,02E-105;21,89977336;;;
363;1335;1921;0,570494441;2,64E-14;3,70E-24;FALSE;gamma;1,99E-105;21,8901186;;;
56;4453;5046;0,340893548;0,010878345;0,156368015;FALSE;weibull;6,33E-49;21,8739357;;;
361;1331;1919;0,571660546;1,64E-14;3,70E-24;FALSE;gamma;4,85E-105;21,85572624;;;
370;1349;1928;0,561315466;6,80E-14;3,70E-24;FALSE;gamma;1,54E-101;21,83379173;;;
29;4419;4989;0,370220614;0,000130821;0,020781269;FALSE;weibull;2,18E-48;21,83154869;;;
362;1333;1920;0,57093608;2,05E-14;3,70E-24;FALSE;gamma;7,78E-105;21,82770205;;;
57;4455;5047;0,339979804;0,012282981;0,168549502;FALSE;weibull;8,44E-50;21,79000092;;;
477;8250;8822;0,660465494;7,57E-13;1,49E-15;FALSE;weibull;1,41E-89;21,7881279;;;
159;7184;7774;0,454274924;1,52E-07;1,32E-05;FALSE;weibull;9,02E-46;21,78745079;;;
371;1351;1929;0,559473978;7,63E-14;3,70E-24;FALSE;gamma;2,47E-101;21,72650909;;;
478;8252;8823;0,658703777;9,02E-13;4,46E-15;FALSE;weibull;2,23E-89;21,70001459;;;
30;4421;4990;0,368332223;0,000184892;0,025311278;FALSE;weibull;3,83E-47;21,6953907;;;
376;1361;1934;0,554787447;2,36E-13;8,42E-23;FALSE;gamma;1,02E-98;21,66622663;;;
375;1359;1933;0,555691484;1,89E-13;3,91E-23;FALSE;gamma;6,35E-99;21,66545916;;;
59;4459;5049;0,33932686;0,016649397;0,25272221;FALSE;weibull;2,25E-48;21,65790558;;;
373;1355;1931;0,557487054;1,18E-13;6,87E-24;FALSE;gamma;6,33E-101;21,6505661;;;
58;4457;5048;0,33955729;0,015110562;0,226719489;FALSE;weibull;1,48E-48;21,64573765;;;
60;4461;5050;0,33893233;0,020013215;0,312114406;FALSE;weibull;1,15E-47;21,64196968;;;
372;1353;1930;0,558161631;9,53E-14;3,70E-24;FALSE;gamma;3,95E-101;21,64164877;;;
374;1357;1932;0,556418394;1,47E-13;1,47E-23;FALSE;gamma;1,01E-100;21,62634683;;;
47;4455;5007;0,344318871;0,005715826;0,101290608;FALSE;weibull;4,27E-46;21,61821747;;;
160;7186;7775;0,452918047;1,91E-07;1,75E-05;FALSE;weibull;1,38E-45;21,61330557;;;
97;5266;5818;0,72588519;2,14E-26;3,70E-24;FALSE;lnorm;1,32E-98;21,59708405;;;
479;8254;8824;0,657705389;9,73E-13;1,05E-14;FALSE;weibull;3,22E-92;21,58204937;;;
161;7188;7776;0,451218212;2,54E-07;2,56E-05;FALSE;weibull;2,11E-45;21,53757858;;;
162;7190;7777;0,449250446;3,59E-07;4,04E-05;FALSE;weibull;3,22E-45;21,52812099;;;
48;4457;5008;0,343832217;0,007408226;0,138810552;FALSE;weibull;6,33E-46;21,52580833;;;
46;4453;5006;0,344959688;0,004898424;0,095257119;FALSE;weibull;2,90E-46;21,52278042;;;
377;1363;1935;0,553603719;3,02E-13;1,90E-22;FALSE;gamma;6,17E-97;21,46366692;;;
61;4463;5051;0,338372975;0,022167531;0,339454006;FALSE;weibull;5,77E-47;21,45042038;;;
378;1365;1936;0,552438045;3,81E-13;3,97E-22;FALSE;gamma;9,85E-97;21,43422365;;;
379;1367;1937;0,550049238;4,71E-13;6,36E-22;FALSE;gamma;5,82E-95;21,42527485;;;
62;4465;5052;0,337922866;0,02624048;0,421601785;FALSE;weibull;7,99E-48;21,39726543;;;
380;1369;1938;0,547593461;5,31E-13;6,76E-22;FALSE;gamma;9,25E-95;21,3953371;;;
151;2373;2971;0,644202492;8,17E-10;1,80E-10;FALSE;weibull;7,72E-89;21,39261007;;;
63;4467;5053;0,337826883;0,029180494;0,452947509;FALSE;weibull;4,04E-47;21,37967491;;;
64;4469;5054;0,337603742;0,031610354;0,470321912;FALSE;weibull;6,63E-46;21,37606621;;;
480;8256;8825;0,657637744;9,34E-13;1,51E-14;FALSE;weibull;4,92E-92;21,36166191;;;
31;4423;4991;0,366214343;0,000234105;0,026721952;FALSE;weibull;1,74E-47;21,34438324;;;
32;4425;4992;0,364479194;0,000257052;0,02496059;FALSE;weibull;2,33E-48;21,32702971;;;
504;8422;9017;0,619905807;1,15E-12;3,46E-09;FALSE;weibull;3,57E-91;21,31948996;;;
49;4459;5009;0,343244012;0,009277432;0,183465025;FALSE;weibull;8,30E-47;21,31010246;;;
163;7192;7778;0,447094574;5,49E-07;7,96E-05;FALSE;weibull;1,45E-45;21,30290699;;;
37;4435;4997;0,361927054;0,000631868;0,059118982;FALSE;weibull;5,59E-48;21,28317451;;;
38;4437;4998;0,360131202;0,000869058;0,071771442;FALSE;weibull;9,95E-47;21,26424122;;;
45;4451;5005;0,347158314;0,003943909;0,09549828;FALSE;weibull;2,12E-45;21,26104164;;;
65;4471;5055;0,335926343;0,038245623;0,487067357;FALSE;weibull;1,01E-45;21,25751877;;;
164;7194;7779;0,444931093;7,89E-07;0,000124668;FALSE;norm;7,25E-45;21,24637938;;;
503;8420;9016;0,620394574;9,76E-13;3,19E-09;FALSE;weibull;7,79E-93;21,23592186;;;
39;4439;4999;0,35887319;0,000994439;0,073918276;FALSE;weibull;3,24E-49;21,2333374;;;
505;8424;9018;0,618238801;1,37E-12;5,19E-09;FALSE;weibull;5,71E-91;21,22901869;;;
502;8418;9015;0,621180195;8,84E-13;2,88E-09;FALSE;weibull;9,08E-94;21,22254419;;;
501;8416;9014;0,621731945;8,14E-13;2,53E-09;FALSE;weibull;1,03E-94;21,20916653;;;
35;4431;4995;0,363867166;0,000393655;0,039967133;FALSE;weibull;2,79E-47;21,20707893;;;
481;8258;8826;0,657796568;8,27E-13;1,77E-14;FALSE;weibull;8,23E-92;21,20336723;;;
384;1377;1942;0,537799582;8,88E-13;1,13E-21;FALSE;gamma;2,35E-95;21,19723129;;;
33;4427;4993;0,363704727;0,000300492;0,028715581;FALSE;weibull;3,54E-48;21,19491482;;;
385;1379;1943;0,535855545;1,00E-12;1,24E-21;FALSE;gamma;3,75E-95;21,18946075;;;
152;2375;2972;0,644304998;1,02E-09;2,80E-10;FALSE;weibull;4,42E-90;21,18571448;;;
506;8426;9019;0,616715739;1,60E-12;7,01E-09;FALSE;weibull;3,34E-92;21,17382836;;;
98;5268;5819;0,726285542;1,74E-26;3,70E-24;FALSE;lnorm;2,84E-98;21,15951228;;;
386;1381;1944;0,534816597;1,17E-12;1,78E-21;FALSE;gamma;5,96E-95;21,1432333;;;
50;4461;5010;0,342837176;0,011451468;0,237457969;FALSE;weibull;1,25E-46;21,14202881;;;
383;1375;1941;0,539973983;7,86E-13;1,01E-21;FALSE;gamma;1,48E-95;21,13868523;;;
482;8260;8827;0,656821141;8,47E-13;3,78E-14;FALSE;weibull;4,07E-90;21,13217187;;;
44;4449;5004;0,348586721;0,003439292;0,106118596;FALSE;weibull;1,37E-45;21,12881279;;;
36;4433;4996;0,362957649;0,000497933;0,050301537;FALSE;weibull;4,26E-47;21,12465477;;;
381;1371;1939;0,545037003;5,86E-13;6,70E-22;FALSE;gamma;1,79E-94;21,1187706;;;
382;1373;1940;0,542744737;7,08E-13;9,86E-22;FALSE;gamma;2,85E-94;21,1127367;;;
34;4429;4994;0,363348272;0,000358574;0,035735737;FALSE;weibull;1,83E-47;21,1073494;;;
40;4441;5000;0,357684956;0,001222938;0,085551639;FALSE;weibull;1,71E-48;21,10138321;;;
165;7196;7780;0,443104112;1,17E-06;0,000230899;FALSE;norm;3,38E-45;21,05788231;;;
66;4473;5056;0,334365191;0,04563988;0,510257555;FALSE;weibull;1,55E-45;21,05307293;;;
507;8428;9020;0,614570964;1,96E-12;1,09E-08;FALSE;weibull;1,89E-93;21,03900146;;;
88;4517;5078;0,327175089;1,73E-10;3,72E-06;FALSE;gamma;1,36E-36;21,02963448;;;
153;2377;2973;0,642667501;9,23E-10;2,87E-10;FALSE;weibull;7,09E-90;21,02818489;;;
387;1383;1945;0,53371771;1,23E-12;1,73E-21;FALSE;gamma;2,82E-96;21,02818203;;;
166;7198;7781;0,441544093;1,56E-06;0,000330641;FALSE;norm;5,15E-45;21,02775431;;;
87;4515;5077;0,326882363;1,59E-10;3,29E-06;FALSE;gamma;2,76E-36;21,00776672;;;
91;4523;5081;0,326203108;2,59E-10;7,76E-06;FALSE;gamma;3,84E-35;20,98972511;;;
89;4519;5079;0,326801571;1,93E-10;4,44E-06;FALSE;gamma;5,36E-35;20,98524094;;;
508;8430;9021;0,613631432;2,20E-12;1,28E-08;FALSE;weibull;3,40E-96;20,9788065;;;
41;4443;5001;0,355308516;0,001683554;0,098024734;FALSE;weibull;3,10E-47;20,97410393;;;
509;8432;9022;0,611860028;2,59E-12;1,74E-08;FALSE;weibull;5,46E-96;20,97199345;;;
90;4521;5080;0,326357229;2,02E-10;4,51E-06;FALSE;gamma;7,69E-35;20,96907425;;;
483;8262;8828;0,654822836;9,89E-13;1,17E-13;FALSE;weibull;2,02E-91;20,96900415;;;
42;4445;5002;0,353053386;0,002206098;0,104876723;FALSE;weibull;5,65E-46;20,96587849;;;
43;4447;5003;0,350393563;0,002672206;0,105667399;FALSE;weibull;7,62E-47;20,9623642;;;
510;8434;9023;0,610171336;3,02E-12;2,34E-08;FALSE;weibull;9,08E-96;20,93281937;;;
86;4513;5076;0,326740566;1,31E-10;2,39E-06;FALSE;gamma;6,18E-37;20,90979195;;;
388;1385;1946;0,531248037;1,15E-12;8,99E-22;FALSE;gamma;4,79E-96;20,90706396;;;
484;8264;8829;0,654716554;9,30E-13;1,68E-13;FALSE;weibull;9,15E-90;20,89905095;;;
96;4533;5086;0,328043677;2,09E-09;4,46E-05;FALSE;gamma;3,06E-31;20,89318752;;;
67;4475;5057;0,332234639;0,054230453;0,522124261;TRUE;NaN;2,46E-44;20,89266586;;;
95;4531;5085;0,325919993;6,12E-10;1,90E-05;FALSE;gamma;6,13E-31;20,87361336;;;
68;4477;5058;0,329676276;0,064379442;0,511191018;TRUE;NaN;3,53E-45;20,85244274;;;
167;7200;7782;0,439716671;2,29E-06;0,000590927;FALSE;norm;7,88E-45;20,85239506;;;
92;4525;5082;0,325399958;3,32E-10;9,36E-06;FALSE;gamma;4,50E-34;20,84780407;;;
389;1387;1947;0,527988371;9,89E-13;3,91E-22;FALSE;gamma;7,64E-96;20,84486389;;;
94;4529;5084;0,325760012;4,49E-10;1,61E-05;FALSE;gamma;2,12E-32;20,83679581;;;
93;4527;5083;0,325285459;3,65E-10;1,09E-05;FALSE;gamma;1,49E-32;20,82054138;;;
97;4535;5087;0,327593302;2,62E-09;7,02E-05;FALSE;gamma;8,37E-30;20,81694412;;;
85;4511;5075;0,32668938;9,89E-11;1,83E-06;FALSE;gamma;4,27E-37;20,80286026;;;
168;7202;7783;0,438788507;2,78E-06;0,000763569;FALSE;norm;1,18E-44;20,7756567;;;
390;1389;1948;0,524476107;7,99E-13;1,64E-22;FALSE;gamma;1,30E-95;20,77093887;;;
84;4509;5074;0,328088425;2,19E-10;8,35E-06;FALSE;gamma;2,86E-38;20,76612091;;;
83;4507;5073;0,32733401;1,73E-10;8,28E-06;FALSE;gamma;1,80E-38;20,76223946;;;
391;1391;1949;0,52212124;6,67E-13;6,29E-23;FALSE;gamma;2,07E-95;20,75675488;;;
485;8266;8830;0,653876251;8,82E-13;2,99E-13;FALSE;weibull;1,52E-89;20,74841785;;;
392;1393;1950;0,519548937;4,82E-13;1,81E-23;FALSE;gamma;3,30E-95;20,73272324;;;
69;4479;5059;0,327516753;0,061079917;0,413924831;TRUE;NaN;5,65E-43;20,72908401;;;
98;4537;5088;0,32718017;2,98E-09;5,50E-05;FALSE;gamma;1,30E-29;20,72539139;;;
486;8268;8831;0,653176087;8,66E-13;5,61E-13;FALSE;weibull;2,35E-89;20,72399378;;;
99;4539;5089;0,32719114;4,09E-09;9,04E-05;FALSE;gamma;1,26E-28;20,71975899;;;
511;8436;9024;0,60864216;3,43E-12;2,95E-08;FALSE;weibull;1,46E-95;20,70857239;;;
396;1401;1954;0,508758849;1,27E-13;3,70E-24;FALSE;gamma;2,14E-94;20,68950987;;;
394;1397;1952;0,514333726;2,41E-13;3,70E-24;FALSE;gamma;8,40E-95;20,68720198;;;
82;4505;5072;0,328865145;1,74E-10;8,67E-06;FALSE;gamma;1,23E-38;20,6871109;;;
73;4487;5063;0,330522838;3,57E-06;0,028125348;FALSE;norm;2,68E-40;20,68422699;;;
395;1399;1953;0,511393057;1,83E-13;3,70E-24;FALSE;gamma;1,34E-94;20,68329811;;;
71;4483;5061;0,332281199;9,63E-06;0,118558628;FALSE;norm;1,26E-41;20,68320465;;;
393;1395;1951;0,516769281;3,24E-13;4,39E-24;FALSE;gamma;5,26E-95;20,68308067;;;
154;2379;2974;0,641333929;9,68E-10;3,38E-10;FALSE;weibull;1,11E-89;20,67969823;;;
397;1403;1955;0,506045964;9,64E-14;3,70E-24;FALSE;gamma;3,86E-94;20,6770401;;;
398;1405;1956;0,503959219;7,36E-14;3,70E-24;FALSE;lnorm;6,15E-94;20,67054415;;;
70;4481;5060;0,327050041;0,049120885;0,335502921;FALSE;weibull;8,35E-42;20,66646004;;;
100;4541;5090;0,326907774;5,48E-09;0,000107207;FALSE;gamma;8,45E-27;20,65386868;;;
400;1409;1958;0,499827973;6,13E-14;3,70E-24;FALSE;lnorm;4,85E-95;20,64760876;;;
399;1407;1957;0,501458779;6,66E-14;3,70E-24;FALSE;lnorm;1,04E-93;20,64265823;;;
74;4489;5064;0,329187475;3,91E-06;0,029402613;FALSE;norm;4,31E-41;20,63896656;;;
155;2381;2975;0,64045286;1,19E-09;5,45E-10;FALSE;weibull;2,46E-87;20,63491869;;;
75;4491;5065;0,329863888;5,01E-06;0,030714721;FALSE;norm;6,32E-41;20,63100815;;;
72;4485;5062;0,331811339;6,24E-06;0,062330686;FALSE;norm;1,66E-39;20,62122059;;;
487;8270;8832;0,652055698;8,32E-13;1,12E-12;FALSE;weibull;1,19E-90;20,56624794;;;
156;2383;2976;0,639551169;1,29E-09;7,56E-10;FALSE;weibull;1,01E-90;20,55522704;;;
76;4493;5066;0,329896493;4,90E-06;0,02165725;FALSE;norm;9,68E-41;20,5483799;;;
488;8272;8833;0,652403833;7,61E-13;1,11E-12;FALSE;weibull;1,98E-90;20,52560377;;;
99;5270;5820;0,725038786;1,65E-26;3,70E-24;FALSE;lnorm;3,40E-96;20,52364683;;;
512;8438;9025;0,605975657;3,68E-12;3,59E-08;FALSE;weibull;1,22E-91;20,47953916;;;
77;4495;5067;0,329240718;2,26E-06;0,007961796;FALSE;norm;1,39E-39;20,47478485;;;
78;4497;5068;0,327352982;1,20E-06;0,003201348;FALSE;gamma;2,27E-40;20,44410896;;;
489;8274;8834;0,653341487;6,68E-13;7,19E-13;FALSE;weibull;1,02E-91;20,41855335;;;
81;4503;5071;0,329365292;1,45E-10;9,30E-06;FALSE;gamma;9,18E-40;20,37327957;;;
157;2385;2977;0,637179981;6,24E-10;5,22E-10;FALSE;weibull;5,76E-92;20,33919811;;;
351;1019;1617;0,623103093;9,19E-10;2,27E-13;FALSE;weibull;1,09E-110;20,33527136;;;
79;4499;5069;0,331400049;9,77E-10;0,000133176;FALSE;gamma;3,54E-40;20,33193016;;;
80;4501;5070;0,329677185;3,13E-10;2,75E-05;FALSE;gamma;6,50E-42;20,31912708;;;
169;7204;7784;0,437083673;3,92E-06;0,00128288;FALSE;norm;1,75E-42;20,31554985;;;
100;5272;5821;0,723331812;1,55E-26;3,70E-24;FALSE;lnorm;8,13E-98;20,2885685;;;
359;1035;1625;0,626184307;9,17E-10;2,08E-13;FALSE;weibull;2,31E-107;20,28842688;;;
354;1025;1620;0,622431642;1,39E-09;5,76E-13;FALSE;weibull;7,05E-107;20,26929259;;;
358;1033;1624;0,625336592;1,03E-09;2,83E-13;FALSE;weibull;1,39E-107;20,26244283;;;
490;8276;8835;0,654131636;5,33E-13;4,53E-13;FALSE;weibull;5,12E-90;20,25392079;;;
353;1023;1619;0,622040268;1,37E-09;5,16E-13;FALSE;weibull;1,14E-108;20,24746704;;;
355;1027;1621;0,623205283;1,33E-09;5,59E-13;FALSE;weibull;2,99E-108;20,24093485;;;
513;8440;9026;0,602967212;4,43E-12;5,64E-08;FALSE;weibull;1,04E-90;20,24091387;;;
352;1021;1618;0,622057886;1,25E-09;3,88E-13;FALSE;weibull;6,81E-109;20,23620152;;;
158;2387;2978;0,637919566;5,98E-10;4,86E-10;FALSE;weibull;1,38E-89;20,22199917;;;
360;1037;1626;0,626979345;8,60E-10;1,88E-13;FALSE;weibull;3,75E-107;20,21755004;;;
170;7206;7785;0,434913689;6,07E-06;0,002054259;FALSE;norm;8,18E-42;20,20255947;;;
356;1029;1622;0,623906385;1,25E-09;5,02E-13;FALSE;weibull;4,99E-108;20,19304729;;;
362;1041;1628;0,628643575;7,10E-10;1,21E-13;FALSE;weibull;1,04E-106;20,18409324;;;
171;7208;7786;0,432383694;9,04E-06;0,003039998;FALSE;norm;1,26E-42;20,1800108;;;
491;8278;8836;0,654638827;4,28E-13;3,44E-13;FALSE;weibull;8,51E-90;20,17561579;;;
363;1043;1629;0,629361538;6,82E-10;1,22E-13;FALSE;weibull;1,74E-106;20,16824007;;;
159;2389;2979;0,637463204;7,78E-10;8,49E-10;FALSE;weibull;2,27E-89;20,16372013;;;
514;8442;9027;0,599193477;4,94E-12;7,03E-08;FALSE;weibull;5,83E-92;20,16300249;;;
361;1039;1627;0,627843117;7,74E-10;1,45E-13;FALSE;weibull;6,26E-107;20,15779686;;;
357;1031;1623;0,624510069;1,20E-09;4,70E-13;FALSE;weibull;8,31E-108;20,15628338;;;
493;8282;8838;0,654663455;2,95E-13;3,54E-13;FALSE;weibull;2,21E-92;20,13813782;;;
384;1085;1650;0,644389437;1,28E-10;1,47E-15;FALSE;weibull;5,15E-105;20,13339686;;;
383;1083;1649;0,644666077;1,10E-10;9,96E-16;FALSE;weibull;3,07E-105;20,13173819;;;
382;1081;1648;0,644152986;1,11E-10;9,35E-16;FALSE;weibull;7,75E-104;20,12745833;;;
364;1045;1630;0,630043462;6,54E-10;1,21E-13;FALSE;weibull;2,91E-106;20,12619758;;;
385;1087;1651;0,644383612;1,39E-10;1,96E-15;FALSE;weibull;8,66E-105;20,12350559;;;
381;1079;1647;0,643379804;1,23E-10;1,34E-15;FALSE;weibull;4,61E-104;20,1162529;;;
172;7210;7787;0,430080059;1,31E-05;0,004827929;FALSE;norm;5,66E-41;20,10785866;;;
494;8284;8839;0,655550045;2,52E-13;2,21E-13;FALSE;weibull;3,67E-92;20,10343623;;;
380;1077;1646;0,64240515;1,49E-10;2,59E-15;FALSE;weibull;2,74E-104;20,09613872;;;
492;8280;8837;0,654397769;3,67E-13;4,11E-13;FALSE;weibull;1,42E-89;20,09467435;;;
386;1089;1652;0,644684505;1,46E-10;2,54E-15;FALSE;weibull;1,45E-104;20,07488227;;;
387;1091;1653;0,643723226;1,90E-10;4,39E-15;FALSE;weibull;2,35E-104;20,07410383;;;
388;1093;1654;0,642953714;2,41E-10;7,97E-15;FALSE;weibull;3,95E-104;20,06893659;;;
173;7212;7788;0,427407472;1,85E-05;0,006409737;FALSE;norm;2,38E-39;20,02081871;;;
379;1075;1645;0,641484052;1,77E-10;5,16E-15;FALSE;gamma;1,63E-104;20,0140233;;;
160;2391;2980;0,637101874;1,06E-09;1,55E-09;FALSE;weibull;1,99E-88;20,0125041;;;
389;1095;1655;0,641083417;3,33E-10;1,24E-14;FALSE;weibull;6,39E-104;20,00714684;;;
378;1073;1644;0,640499224;2,08E-10;8,51E-15;FALSE;weibull;9,74E-105;19,99675584;;;
174;7214;7789;0,425138922;2,54E-05;0,008570098;FALSE;norm;3,53E-39;19,97318506;;;
377;1071;1643;0,639339724;2,56E-10;1,63E-14;FALSE;weibull;5,80E-105;19,96503544;;;
515;8444;9028;0,596306489;4,38E-12;6,94E-08;FALSE;norm;3,19E-93;19,95152664;;;
500;8296;8845;0,655715192;1,88E-13;4,84E-13;FALSE;weibull;2,23E-92;19,93944383;;;
365;1047;1631;0,630737633;6,32E-10;1,26E-13;FALSE;weibull;4,87E-106;19,93343449;;;
495;8286;8840;0,656566504;1,98E-13;1,11E-13;FALSE;weibull;6,11E-92;19,92983198;;;
390;1097;1656;0,638851483;4,73E-10;2,15E-14;FALSE;weibull;2,46E-105;19,91995668;;;
175;7216;7790;0,423267575;3,47E-05;0,012578999;FALSE;norm;1,57E-38;19,89463234;;;
376;1069;1642;0,638404926;3,02E-10;3,01E-14;FALSE;weibull;3,46E-105;19,89373255;;;
162;2395;2982;0,64086874;7,26E-10;6,29E-10;FALSE;weibull;1,48E-86;19,88033223;;;
366;1049;1632;0,630688288;7,24E-10;2,11E-13;FALSE;weibull;8,14E-106;19,87905121;;;
164;2399;2984;0,64332199;6,48E-10;4,49E-10;FALSE;weibull;1,04E-84;19,85477281;;;
367;1051;1633;0,63100191;7,57E-10;2,76E-13;FALSE;weibull;1,36E-105;19,85095787;;;
368;1053;1634;0,631352758;7,70E-10;3,24E-13;FALSE;weibull;2,28E-105;19,84701729;;;
369;1055;1635;0,631857718;7,50E-10;3,28E-13;FALSE;weibull;9,38E-107;19,83152676;;;
496;8288;8841;0,655209361;1,85E-13;2,40E-13;FALSE;weibull;9,85E-92;19,83143687;;;
163;2397;2983;0,641445855;7,98E-10;7,39E-10;FALSE;weibull;2,44E-86;19,82407999;;;
371;1059;1637;0,633469903;6,18E-10;2,07E-13;FALSE;weibull;2,62E-106;19,81640244;;;
165;2401;2985;0,644705226;5,37E-10;2,75E-10;FALSE;weibull;6,64E-86;19,81344032;;;
