"";"initialIndex";"finalIndex";"cv";"shapiro";"ad";"normality";"bestDistFit";"runs";"IQR"
"41";"7589";"7828";"0,306663772898346";"5,2094802212636e-07";"0,000216072231627921";"FALSE";"gamma";"6,15153648275283e-10";"14,4630999565125"
"42";"7591";"7829";"0,307501634903867";"5,07976442964684e-07";"0,000192595337285843";"FALSE";"gamma";"2,08526182451466e-09";"14,5907125473023"
"43";"7593";"7830";"0,30826274809756";"5,18460707200921e-07";"0,000178686041786762";"FALSE";"gamma";"6,14053132695542e-09";"14,718325138092"
"44";"7595";"7831";"0,309426394943273";"6,02318893218614e-07";"0,000171397972017958";"FALSE";"gamma";"4,23799541208212e-09";"14,8459377288818"
"45";"7597";"7832";"0,309418861420546";"5,91764715445995e-07";"0,000195357038615481";"FALSE";"gamma";"2,39607775193005e-09";"14,9711775779724"
"46";"7472";"7721";"0,283300342145687";"1,02552295075716e-05";"2,95220356839645e-05";"FALSE";"lnorm";"4,55754671655415e-10";"15,5726222991943"
"47";"7474";"7722";"0,283641151346066";"1,3306859827543e-05";"4,56995262524599e-05";"FALSE";"lnorm";"2,40589962921589e-10";"15,598762512207"
"48";"7476";"7723";"0,281999205949742";"1,08232078173107e-05";"5,35087257112314e-05";"FALSE";"lnorm";"8,79622633814419e-10";"15,4744720458984"
"49";"7478";"7724";"0,282191920862388";"6,83348553256233e-06";"2,83634218307671e-05";"FALSE";"lnorm";"5,60518102356479e-09";"15,407075881958"
"50";"7480";"7725";"0,280812711125573";"4,56469573888668e-06";"2,71984878583017e-05";"FALSE";"lnorm";"3,62146756171774e-08";"15,0766382217407"
"51";"7482";"7726";"0,27833555910767";"3,93760417224302e-06";"4,02606480024871e-05";"FALSE";"lnorm";"1,06101362930871e-07";"14,9484558105469"
"52";"7484";"7727";"0,278817489611713";"3,40323039061924e-06";"2,99388543574363e-05";"FALSE";"lnorm";"7,36661294033659e-08";"14,9533739089965"
"53";"7486";"7728";"0,277815325862288";"2,9723418338848e-06";"3,8027224421629e-05";"FALSE";"lnorm";"2,13485140135645e-07";"14,9006004333496"
"54";"7488";"7729";"0,276542324855693";"1,78095576924359e-06";"3,21976738861492e-05";"FALSE";"lnorm";"6,01454990406875e-07";"14,7008810043335"
"55";"7490";"7730";"0,276774714309257";"1,26984050809401e-06";"1,89311126009345e-05";"FALSE";"lnorm";"1,4710473499347e-06";"14,6256675720215"
"56";"7492";"7731";"0,277527900585224";"1,09128904970509e-06";"1,24451757267766e-05";"FALSE";"lnorm";"4,375373473733e-06";"14,6856441497803"
"57";"7494";"7732";"0,278146041187228";"9,78539229819817e-07";"9,04955392384908e-06";"FALSE";"lnorm";"1,12831537231921e-05";"14,7456207275391"
