"";"initialIndex";"finalIndex";"shapiro";"ad";"normality";"trend";"outliers";"snht";"grubbs";"pettitt";"lanzante";"buishandU";"buishandRange"
"204";"1394";"1968";"3,51656265311049e-14";"9,26998927622862e-24";"FALSE";"increase";"TRUE";"0,671";"8,4026077503907e-05";"1,2927301934472";"0,350172872675633";"NaN";"NaN"
"205";"1396";"1969";"3,76866945863035e-14";"1,03677132088286e-23";"FALSE";"increase";"TRUE";"0,766666666666667";"8,51194763940022e-05";"1,3056140288526";"0,355639495897232";"NaN";"NaN"
"206";"1398";"1970";"3,67745490896623e-14";"9,21620963519041e-24";"FALSE";"increase";"TRUE";"0,668";"8,61234937268307e-05";"1,14334719115473";"0,29008918026942";"NaN";"NaN"
"207";"1400";"1971";"4,74116012724617e-14";"1,90402197562898e-23";"FALSE";"increase";"TRUE";"0,97";"9,00220548315511e-05";"1,28137421357385";"0,345099346691397";"NaN";"NaN"
"208";"1402";"1972";"4,73770829480481e-14";"1,54071597134786e-23";"FALSE";"increase";"TRUE";"0,981";"9,17693242663553e-05";"1,19452033316592";"0,309587043322734";"NaN";"NaN"
"209";"1404";"1973";"5,28727409701037e-14";"2,16378851347257e-23";"FALSE";"increase";"TRUE";"0,971666666666667";"9,29479045139736e-05";"1,17705388103212";"0,302645681058817";"NaN";"NaN"
"210";"1406";"1974";"6,26598234285139e-14";"4,12858024272685e-23";"FALSE";"increase";"TRUE";"0,991333333333333";"9,56411733854523e-05";"1,20538042730068";"0,313609705542851";"NaN";"NaN"
"211";"4337";"4934";"5,95880128088459e-12";"1,59178556630472e-18";"FALSE";"increase";"TRUE";"1";"0,00106690926480724";"1,56490720524331";"0,483036512021292";"NaN";"NaN"
"212";"4339";"4935";"7,11303049573573e-12";"2,8630739386756e-18";"FALSE";"increase";"TRUE";"1";"0,00109574685809388";"1,53425721968379";"0,465759691682786";"NaN";"NaN"
"213";"4341";"4936";"1,04390465642331e-11";"9,12545693089576e-18";"FALSE";"increase";"TRUE";"0,999666666666667";"0,00112796267674797";"1,59419583368204";"0,499783235023948";"NaN";"NaN"
"214";"4343";"4937";"1,16570135627559e-11";"1,22278784417088e-17";"FALSE";"increase";"TRUE";"1";"0,00114824030246385";"1,59005357588936";"0,497173592413669";"NaN";"NaN"
"215";"4345";"4938";"1,33297197193458e-11";"1,81674829322573e-17";"FALSE";"increase";"TRUE";"1";"0,00116339802483456";"1,59568272087567";"0,500336677126595";"NaN";"NaN"
"216";"4347";"4939";"1,82074599077519e-11";"4,8572287600342e-17";"FALSE";"increase";"TRUE";"1";"0,00120809048848614";"1,52760141568757";"0,461434307634302";"NaN";"NaN"
"217";"4349";"4940";"2,91302449668516e-11";"1,54085745276976e-16";"FALSE";"increase";"TRUE";"0,858333333333333";"0,00130419822264738";"1,46147254767858";"0,426583395232754";"NaN";"NaN"
"218";"4351";"4941";"4,48027385683295e-11";"4,30425046923557e-16";"FALSE";"increase";"TRUE";"0,978333333333333";"0,00136553077201285";"1,55781206737063";"0,477779186140498";"NaN";"NaN"
"219";"4353";"4942";"5,53795622801959e-11";"8,31295773255977e-16";"FALSE";"increase";"TRUE";"0,982666666666667";"0,00138477902313294";"1,60285381036033";"0,503817991140374";"NaN";"NaN"
"220";"4355";"4943";"6,99519226799526e-11";"1,72611171585808e-15";"FALSE";"increase";"TRUE";"1";"0,0014220625229191";"1,54415687306746";"0,469649013830074";"NaN";"NaN"
"221";"4357";"4944";"9,6596295208452e-11";"4,6291910771618e-15";"FALSE";"increase";"TRUE";"1";"0,00145040362118376";"1,58981699221419";"0,49556483771084";"NaN";"NaN"
"222";"4359";"4945";"9,44796799767721e-11";"3,64935329863131e-15";"FALSE";"increase";"TRUE";"0,999666666666667";"0,00147437654240212";"1,64680184942023";"0,389635427067649";"NaN";"NaN"
"223";"4361";"4946";"1,09349724841694e-10";"5,54162251499968e-15";"FALSE";"increase";"TRUE";"1";"0,00150303944743857";"1,6312366165153";"0,520251534996047";"NaN";"NaN"
"224";"4363";"4947";"1,62817306570364e-10";"1,34088816686499e-14";"FALSE";"increase";"TRUE";"0,975333333333333";"0,00160323255443462";"1,56414297720938";"0,479811805535922";"NaN";"NaN"
"225";"4365";"4948";"2,4793447802032e-10";"3,69229751099695e-14";"FALSE";"increase";"TRUE";"0,99";"0,00165911267739638";"1,6138557943412";"0,50889855977765";"NaN";"NaN"
"226";"4367";"4949";"3,26189978830776e-10";"8,07744748492981e-14";"FALSE";"increase";"TRUE";"1";"0,00171771422257194";"1,56612448890098";"0,480312456540919";"NaN";"NaN"
"227";"4369";"4950";"4,36629660045701e-10";"1,93353856472407e-13";"FALSE";"increase";"TRUE";"0,998666666666667";"0,00177441262045597";"1,51489035742068";"0,451530387416721";"NaN";"NaN"
"228";"4371";"4951";"5,8422175628742e-10";"4,3759339999061e-13";"FALSE";"increase";"TRUE";"1";"0,00180539923936074";"1,55725055473687";"0,474558283723341";"NaN";"NaN"
"229";"4373";"4952";"6,81312364083063e-10";"6,56326854230738e-13";"FALSE";"increase";"TRUE";"1";"0,00185270171969343";"1,53065800429003";"0,459352827834944";"NaN";"NaN"
"230";"4375";"4953";"8,48510854281782e-10";"1,02729551432333e-12";"FALSE";"increase";"TRUE";"1";"0,00189768856087014";"1,61827678861223";"0,509911784554213";"NaN";"NaN"
"231";"4377";"4954";"1,04104230520657e-09";"1,84335049130545e-12";"FALSE";"increase";"TRUE";"1";"0,0019454830473391";"1,57988297667748";"0,48644483916549";"NaN";"NaN"
"232";"4379";"4955";"1,29604244237938e-09";"3,47914211782747e-12";"FALSE";"increase";"TRUE";"1";"0,00199700024133165";"1,54632749711548";"0,466818324198974";"NaN";"NaN"
"233";"4381";"4956";"1,67010865773766e-09";"7,0883534649425e-12";"FALSE";"increase";"TRUE";"1";"0,00206018370537131";"1,5124590657603";"0,447796183345871";"NaN";"NaN"
"234";"4383";"4957";"2,58472191792091e-09";"1,63797638315172e-11";"FALSE";"increase";"TRUE";"0,971";"0,00214242530443709";"1,54886578066637";"0,467352229456029";"NaN";"NaN"
"235";"4385";"4958";"3,43187896344934e-09";"3,38099570727572e-11";"FALSE";"increase";"TRUE";"1";"0,00222993044610231";"1,52227205709398";"0,452163363235681";"NaN";"NaN"
"236";"4387";"4959";"3,86033610888347e-09";"4,37531546811341e-11";"FALSE";"increase";"TRUE";"1";"0,00226914747437101";"1,5430199247654";"0,463114591574572";"NaN";"NaN"
"237";"4389";"4960";"4,91519411524162e-09";"8,14037968505339e-11";"FALSE";"increase";"TRUE";"1";"0,00230629976955021";"1,593368885509";"0,491717169226033";"NaN";"NaN"
"238";"4391";"4961";"6,08884885921091e-09";"1,44881942092053e-10";"FALSE";"increase";"TRUE";"1";"0,00236685155691196";"1,5613148266835";"0,472440902393009";"NaN";"NaN"
"239";"4393";"4962";"7,08992741596093e-09";"2,09514239056476e-10";"FALSE";"increase";"TRUE";"1";"0,00240636296041719";"1,60809351904642";"0,499595779373998";"NaN";"NaN"
"240";"4395";"4963";"9,7037548933175e-09";"4,19732540366703e-10";"FALSE";"increase";"TRUE";"0,999666666666667";"0,00251223380997523";"1,5419414586047";"0,46037476422651";"NaN";"NaN"
"241";"8212";"8809";"8,51740843240579e-15";"1,83981737012195e-20";"FALSE";"decrease";"TRUE";"0";"0,000330678672680884";"1,54026484655425";"0,456761835715183";"NaN";"NaN"
"242";"8214";"8810";"9,71167092143345e-15";"1,00542697145317e-20";"FALSE";"decrease";"TRUE";"0,267333333333333";"0,000373644081937297";"1,40380570486526";"0,385626517292036";"NaN";"NaN"
"243";"8216";"8811";"1,43468957450715e-14";"2,98523526454175e-20";"FALSE";"decrease";"TRUE";"0,571666666666667";"0,000404624768071127";"1,46572532714465";"0,415579821757442";"NaN";"NaN"
"244";"8218";"8812";"2,00167270613265e-14";"4,79388060041779e-20";"FALSE";"decrease";"TRUE";"0,175333333333333";"0,000440933387472198";"1,6135290486194";"0,497996889519493";"NaN";"NaN"
"245";"8220";"8813";"2,17853763179864e-14";"5,73457902949285e-20";"FALSE";"decrease";"TRUE";"0,487";"0,000446922704326336";"1,57756854434773";"0,47558601033474";"NaN";"NaN"
"246";"8222";"8814";"1,54909001588757e-14";"1,58031194900707e-20";"FALSE";"decrease";"TRUE";"0,678666666666667";"0,000433425914012631";"1,56069038616032";"0,465048455062725";"NaN";"NaN"
